2025-12-25 16:51:46,733 | INFO | req=test_session_3 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:52:19,966 | INFO | req=test_session_85 | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "short", "duration_ms": 0.08}
2025-12-25 16:52:19,966 | INFO | req=test_session_85 | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.22}
2025-12-25 16:52:20,615 | INFO | req=test_session_82 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 3812.78}
2025-12-25 16:52:20,621 | INFO | req=test_session_82 | step=数据库查询 | status=成功 | extra={"data_count": 3, "duration_ms": 6.18}
2025-12-25 16:52:20,622 | INFO | req=test_session_82 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:21,123 | INFO | req=test_session_83 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 3837.66}
2025-12-25 16:52:21,204 | INFO | req=test_session_83 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 80.97}
2025-12-25 16:52:21,206 | INFO | req=test_session_83 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:21,959 | INFO | req=test_session_82 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 67}
2025-12-25 16:52:21,959 | INFO | req=test_session_82 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 7799.3}
2025-12-25 16:52:21,961 | INFO | req=test_session_82 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.32}
2025-12-25 16:52:21,963 | INFO | req=test_session_82 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_82", "duration_ms": 2.26}
2025-12-25 16:52:22,386 | INFO | req=test_session_83 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 75}
2025-12-25 16:52:22,386 | INFO | req=test_session_83 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 7899.37}
2025-12-25 16:52:22,389 | INFO | req=test_session_83 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.74}
2025-12-25 16:52:22,390 | INFO | req=test_session_83 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_83", "duration_ms": 2.18}
2025-12-25 16:52:22,977 | INFO | req=test_session_87 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 4744.29}
2025-12-25 16:52:23,025 | INFO | req=test_session_86 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 4835.49}
2025-12-25 16:52:23,031 | INFO | req=test_session_86 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 6.29}
2025-12-25 16:52:23,032 | INFO | req=test_session_86 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:23,054 | INFO | req=test_session_87 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 77.08}
2025-12-25 16:52:23,055 | INFO | req=test_session_87 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:23,322 | INFO | req=test_session_84 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 5092.82}
2025-12-25 16:52:23,340 | INFO | req=test_session_84 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 17.32}
2025-12-25 16:52:23,341 | INFO | req=test_session_84 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:23,478 | INFO | req=test_session_88 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 4520.79}
2025-12-25 16:52:23,484 | INFO | req=test_session_88 | step=数据库查询 | status=成功 | extra={"data_count": 3, "duration_ms": 6.16}
2025-12-25 16:52:23,485 | INFO | req=test_session_88 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:24,670 | INFO | req=test_session_86 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 76}
2025-12-25 16:52:24,670 | INFO | req=test_session_86 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 9553.7}
2025-12-25 16:52:24,672 | INFO | req=test_session_86 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.5}
2025-12-25 16:52:24,674 | INFO | req=test_session_86 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_86", "duration_ms": 2.69}
2025-12-25 16:52:24,707 | INFO | req=test_session_87 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 118}
2025-12-25 16:52:24,707 | INFO | req=test_session_87 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 9348.51}
2025-12-25 16:52:24,709 | INFO | req=test_session_87 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.61}
2025-12-25 16:52:24,710 | INFO | req=test_session_87 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_87", "duration_ms": 1.99}
2025-12-25 16:52:24,918 | INFO | req=test_session_88 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 59}
2025-12-25 16:52:24,918 | INFO | req=test_session_88 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 9489.0}
2025-12-25 16:52:24,920 | INFO | req=test_session_88 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.68}
2025-12-25 16:52:24,921 | INFO | req=test_session_88 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_88", "duration_ms": 2.05}
2025-12-25 16:52:25,186 | INFO | req=test_session_84 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 76}
2025-12-25 16:52:25,186 | INFO | req=test_session_84 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 10559.4}
2025-12-25 16:52:25,188 | INFO | req=test_session_84 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.54}
2025-12-25 16:52:25,189 | INFO | req=test_session_84 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_84", "duration_ms": 2.14}
2025-12-25 16:52:27,045 | INFO | req=test_session_85 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 7078.15}
2025-12-25 16:52:27,049 | INFO | req=test_session_85 | step=数据库查询 | status=成功 | extra={"data_count": 2, "duration_ms": 4.31}
2025-12-25 16:52:27,050 | INFO | req=test_session_85 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:28,373 | INFO | req=test_session_85 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 63}
2025-12-25 16:52:28,374 | INFO | req=test_session_85 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 13275.88}
2025-12-25 16:52:28,376 | INFO | req=test_session_85 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.63}
2025-12-25 16:52:28,377 | INFO | req=test_session_85 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_85", "duration_ms": 2.55}
2025-12-25 17:07:46,795 | INFO | req=test-session-001 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 1}
2025-12-25 17:07:46,795 | INFO | req=test-session-001 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:07:46,796 | INFO | req=test-session-001 | step=签名验证 | status=成功 | extra={"duration_ms": 0.24}
2025-12-25 17:07:46,796 | INFO | req=test-session-001 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.23}
2025-12-25 17:07:46,797 | INFO | req=test-session-001 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:07:46,797 | INFO | req=test-session-001 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:07:46,797 | INFO | req=test-session-001 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:07:46,797 | INFO | req=test-session-001 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 17:07:46,797 | INFO | req=test-session-001 | step=意图识别 | status=跳过 | extra={"skip_intent_check": true}
2025-12-25 17:07:46,797 | INFO | req=test-session-001 | step=时间范围识别 | status=跳过 | extra={"skip_intent_check": true}
2025-12-25 17:07:46,798 | INFO | req=test-session-001 | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.3}
2025-12-25 17:07:59,340 | INFO | req=test-session-001 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type1", "duration_ms": 12542.05}
2025-12-25 17:07:59,344 | INFO | req=test-session-001 | step=数据库查询 | status=成功 | extra={"data_count": 1, "duration_ms": 3.96}
2025-12-25 17:07:59,344 | INFO | req=test-session-001 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 17:08:00,226 | INFO | req=test-session-001 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 25}
2025-12-25 17:08:00,227 | INFO | req=test-session-001 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 13431.96}
2025-12-25 17:08:00,228 | INFO | req=test-session-001 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.01}
2025-12-25 17:08:00,230 | INFO | req=test-session-001 | step=数据库日志写入 | status=成功 | extra={"session": "test-session-001", "duration_ms": 2.46}
2025-12-25 17:08:20,849 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 1}
2025-12-25 17:08:20,849 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:08:20,850 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.12}
2025-12-25 17:08:20,850 | INFO | req=d48e039636af42ffa49400916993b32a | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.09}
2025-12-25 17:08:20,850 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:08:20,850 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:08:20,850 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:08:20,850 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 17:08:20,850 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=跳过 | extra={"skip_intent_check": true}
2025-12-25 17:08:20,850 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=跳过 | extra={"skip_intent_check": true}
2025-12-25 17:08:20,850 | INFO | req=d48e039636af42ffa49400916993b32a | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.19}
2025-12-25 17:08:25,224 | INFO | req=d48e039636af42ffa49400916993b32a | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type1", "duration_ms": 4373.59}
2025-12-25 17:08:25,224 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=拒绝 | extra={"reason": "时间范围已全部过去"}
2025-12-25 17:08:30,780 | INFO | req=test-session-001 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 1}
2025-12-25 17:08:30,781 | INFO | req=test-session-001 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:08:30,781 | INFO | req=test-session-001 | step=签名验证 | status=成功 | extra={"duration_ms": 0.18}
2025-12-25 17:08:30,781 | INFO | req=test-session-001 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.17}
2025-12-25 17:08:30,782 | INFO | req=test-session-001 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:08:30,782 | INFO | req=test-session-001 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:08:30,782 | INFO | req=test-session-001 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:08:30,782 | INFO | req=test-session-001 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 17:08:30,782 | INFO | req=test-session-001 | step=意图识别 | status=跳过 | extra={"skip_intent_check": true}
2025-12-25 17:08:30,782 | INFO | req=test-session-001 | step=时间范围识别 | status=跳过 | extra={"skip_intent_check": true}
2025-12-25 17:08:30,782 | INFO | req=test-session-001 | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.28}
2025-12-25 17:08:37,584 | INFO | req=test-session-001 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 6801.76}
2025-12-25 17:08:37,590 | INFO | req=test-session-001 | step=数据库查询 | status=成功 | extra={"data_count": 8, "duration_ms": 5.19}
2025-12-25 17:08:37,590 | INFO | req=test-session-001 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 17:08:38,862 | INFO | req=test-session-001 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 70}
2025-12-25 17:08:38,863 | INFO | req=test-session-001 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 8082.26}
2025-12-25 17:08:38,864 | INFO | req=test-session-001 | step=会话历史写入 | status=成功 | extra={"duration_ms": 0.94}
2025-12-25 17:08:38,866 | INFO | req=test-session-001 | step=数据库日志写入 | status=成功 | extra={"session": "test-session-001", "duration_ms": 2.93}
2025-12-25 17:09:16,757 | INFO | req=test-session-001 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 1}
2025-12-25 17:09:16,757 | INFO | req=test-session-001 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:16,757 | INFO | req=test-session-001 | step=签名验证 | status=成功 | extra={"duration_ms": 0.2}
2025-12-25 17:09:16,758 | INFO | req=test-session-001 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.2}
2025-12-25 17:09:16,758 | INFO | req=test-session-001 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:09:16,758 | INFO | req=test-session-001 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:16,758 | INFO | req=test-session-001 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:09:16,758 | INFO | req=test-session-001 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.06}
2025-12-25 17:09:16,759 | INFO | req=test-session-001 | step=意图识别 | status=跳过 | extra={"skip_intent_check": true}
2025-12-25 17:09:16,759 | INFO | req=test-session-001 | step=时间范围识别 | status=跳过 | extra={"skip_intent_check": true}
2025-12-25 17:09:16,759 | INFO | req=test-session-001 | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.31}
2025-12-25 17:09:31,220 | INFO | req=test-session-001 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type1", "duration_ms": 14461.02}
2025-12-25 17:09:31,225 | INFO | req=test-session-001 | step=数据库查询 | status=成功 | extra={"data_count": 1, "duration_ms": 4.27}
